//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2001 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// MediaDiaria: 0 = Não, 1 = Sim
// MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca
//
// Restrições da consulta:
//   Código da Estação: 10100000
//
//------------------------------------------------------------------------------

//EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status;
10100000;1;01/12/1998;;1;1;37759,08;28013,11;31367,98;1;16;1;1;1;;0;37759,08;37161,21;36443,56;35642,74;34881,08;34140,89;33404,84;32672,99;31911,63;31154,96;30403,03;29722,12;29111,1;28536,15;28208,96;28013,11;28045,73;28470,64;28782,19;28946,53;29259,42;29788,37;30519,68;31104,68;31440,25;31675,71;31457,06;31238,8;31020,93;30820,18;30669,83;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/01/1999;;1;1;44623,52;28946,53;34788,52;31;10;1;1;1;;0;30586,39;30519,68;30419,69;30319,78;30236,58;30136,83;29871,24;29507,06;29193,48;28946,53;29209,96;29589,73;30003,96;30536,36;31356,27;32757,87;34037,94;34846,56;35451,92;36059,98;37371,94;38536,46;39531,78;40157,18;40803,1;41505,86;42066,68;42884,24;43413,27;43962,31;44623,52;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/02/1999;;1;1;53040,88;45194,94;50405,53;28;1;1;1;1;;0;45194,94;45712,68;46269,1;46752,74;47144,32;47798,84;48286,57;48794,42;49209,24;49719,58;50136,42;50611,2;50858,54;51125,26;51392,34;51659,79;51870,17;52023,32;52195,75;52387,52;52445,08;52464,27;52598,67;52848,5;52906,19;52906,19;53002,39;53040,88;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
10100000;1;01/03/1999;;1;1;53445,47;51449,62;52594,98;6;27;1;1;1;;0;53156,39;53271,98;53368,35;53368,35;53426,19;53445,47;53445,47;53406,91;53310,52;53233,45;53156,39;53098,63;53040,88;52925,43;52867,73;52810,04;52733,15;52637,08;52483,47;52329,97;52195,75;52099,94;51946,73;51812,77;51717,14;51564,23;51449,62;51449,62;51449,62;51487,82;51755,39;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/04/1999;;1;1;55831,17;51946,73;54142,66;30;1;1;1;1;;0;51946,73;52042,47;52176,59;52521,86;52771,59;52944,66;53098,63;53252,71;53406,91;53561,22;53715,65;53889,52;54102,22;54257,05;54392,63;54508,9;54586,45;54664,04;54741,64;54799,87;54858,11;54935,79;55013,5;55091,24;55169,01;55285,71;55421,95;55577,75;55714,17;55831,17;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/05/1999;;1;1;58915,17;55909,21;57641,46;28;1;1;1;1;;0;55909,21;56045,84;56241,18;56436,69;56554,08;56691,12;56769,47;56808,65;56887,04;56965,46;57083,14;57181,25;57377,61;57495,5;57593,8;57672,47;57731,49;57790,53;57888,95;58085,94;58243,65;58401,48;58559,41;58658,18;58737,22;58816,29;58895,39;58915,17;58895,39;58816,29;58737,22;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/06/1999;;1;1;58658,18;51793,64;55877,97;1;30;1;1;1;;0;58658,18;58539,66;58460,69;58381,74;58322,55;58263,38;58164,78;58026,82;57888,95;57672,47;57338,32;57024,29;56730,29;56554,08;56456,25;56319,36;56026,31;55499,83;54916,37;54683,43;54489,52;54295,78;54082,88;53773,59;53445,47;53098,63;52829,27;52445,08;52157,42;51793,64;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/07/1999;;1;1;51430,53;29821,51;41508,06;1;29;1;1;1;;0;51430,53;51029,96;50687,27;50402,15;50003,69;49606,05;49152,62;48813,25;48399,31;47798,84;47162,99;46343,42;45527,6;44641,92;43834,04;42957,11;41867,46;41253,23;40677,3;39835,23;38394,82;37248,98;35469,26;33166,1;31138,19;30403,03;30037,17;29887,83;29821,51;29821,51;29937,58;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/08/1999;;1;1;29987,36;21163,67;26634,47;1;31;1;1;1;;0;29987,36;29804,94;29606,27;29407,94;29242,93;28913,64;28487,01;28013,11;27525,05;26990,77;26523,51;26282,65;26250,58;26170,45;26074,38;26010,38;25978,39;26314,73;26282,65;26106,39;26010,38;25946,42;25994,38;26475,29;26652,19;26475,29;25866,53;24960,34;23780,91;22370,05;21163,67;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/09/1999;;1;1;21558,79;15350,63;17019,62;30;22;1;1;1;;0;20259,18;19231,84;18247,74;17377,99;16961,6;16704,48;16490,99;16264,06;16122,64;16052,05;16009,74;15967,46;15953,37;15925,2;15868,9;15798,61;15462,31;15378,53;15378,53;15476,29;15448,34;15350,63;15504,25;15911,12;17191,01;18233,16;19157,94;20244,19;21057,62;21558,79;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/10/1999;;1;1;25452,14;18247,74;22616,77;15;30;1;1;1;;0;21787,6;22017,04;22308,55;22601,06;22971,96;23640,38;24266,61;24691,7;24849,63;24723,27;24439,56;24628,61;24912,88;25277,34;25452,14;25102,86;24675,92;24109,65;23515,64;23142,47;22755,41;22385,44;21925,19;21300,23;20680;19974,9;19291,02;18642,7;18291,52;18247,74;18510,81;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/11/1999;;1;1;30037,17;18745,46;24805,05;20;1;1;1;1;;0;18745,46;18936,68;19098,87;19320,62;19632,19;19974,9;20815,74;21467,44;22108,99;22832,69;23391,08;24093,97;25023,66;25994,38;26893,92;27622,48;28176,29;28880,76;29589,73;30037,17;29639,36;29094,63;28503,39;27801,34;27152,38;26652,19;26250,58;25770,75;25340,87;25309,1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/12/1999;;1;1;41578,12;25579,46;32943,63;29;1;1;1;1;;0;25579,46;25882,5;26122,4;26555,66;27055,38;27476,37;27915,32;28257,97;28667,31;28995,87;29374,92;29622,81;29821,51;30236,58;30569,71;31188,48;32131,1;32910,8;33609,83;34605,18;35677,46;36688,2;37776,7;38501,04;39407;40157,18;40785,13;41217,18;41578,12;41578,12;41307,33;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/01/2000;;1;1;41091,04;29144,04;33513,81;1;24;1;1;1;;0;41091,04;40803,1;40354,26;39960,35;39603,12;39068,85;38430,21;37389,52;36164,49;35019,25;34123,73;33387,78;32469,5;31877,9;31255,57;30953,97;30719,93;30569,71;30336,42;30103,6;29771,81;29490,54;29259,42;29144,04;29440,97;29921;30619,76;31339,48;31776,76;32114,2;32367,88;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/02/2000;;1;1;38678,25;32656,02;35802,21;12;1;1;1;1;;0;32656,02;33046,9;33438,98;33952,2;34570,73;35226,76;36129,64;37003,36;37582,98;38005,98;38447,92;38678,25;38501,04;38111,93;37706,23;37143,66;36513,41;35642,74;34950,15;34484,65;34106,56;33935,06;34055,09;34295,47;34605,18;35088,38;35903,37;36828,19;37653,39;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
10100000;1;01/03/2000;;1;1;46157,68;38377,12;44147,25;27;1;1;1;1;;0;38377,12;38891,18;39371,37;39781,63;40193;40551,59;41073,03;41849,36;42756,8;43687,57;44439,59;45084,2;45546,1;45768,25;45860,89;45935,04;46009,22;46027,77;46046,32;46101,99;45990,67;45842,36;45675,65;45472,11;45694,16;45953,58;46157,68;46120,55;46101,99;46101,99;46101,99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/04/2000;;1;1;52810,04;46101,99;49569,42;30;1;1;1;1;;0;46101,99;46120,55;46139,11;46213,38;46380,59;46696,87;47051,01;47275,04;47518,05;47855,05;48418,11;48737,92;49133,75;49568,22;49984,73;50288,22;50440,14;50535,16;50763,37;51087,14;51411,43;51564,23;51698,02;51793,64;52023,32;52176,59;52310,79;52425,89;52560,26;52810,04;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/05/2000;;1;1;55772,66;53021,63;54930,91;19;1;1;1;1;;0;53021,63;53271,98;53657,72;53792,91;54005,51;54121,57;54295,78;54567,06;54877,53;55091,24;55246,8;55344,09;55421,95;55480,36;55538,79;55577,75;55577,75;55733,66;55772,66;55772,66;55772,66;55616,71;55538,79;55441,41;55344,09;55285,71;55110,68;54858,11;54683,43;54547,68;54489,52;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/12/2000;;1;1;33900,79;23484,49;29188,56;18;1;1;1;1;;0;23484,49;24109,65;24881,25;25754,79;26394,98;26861,66;27281,86;28241,63;29012,32;30020,56;30820,18;31692,55;32367,88;33097,97;33644,03;33746,67;33866,52;33900,79;33438,98;32910,8;32080,41;31171,72;30086,99;29573,19;28062,04;26942,33;26636,1;26186,47;25962,4;26042,37;26571,74;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/01/2001;;1;1;45990,67;27460,14;37596,91;31;1;1;1;1;;0;27460,14;28241,63;29440,97;30686,53;31776,76;32825,82;33712,45;34915,61;35503,94;36129,64;36129,64;36199,34;36303,95;36478,48;36565,82;36758,18;37196,31;37653,39;38253,3;38713,71;39567,45;40659,33;41487,8;42066,68;42556,73;43066,48;43724,18;44476,36;45250,34;45712,68;45990,67;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/02/2001;;1;1;47630,32;45472,11;46930,14;6;27;1;1;1;;0;46510,76;46920,46;47144,32;47312,41;47555,46;47630,32;47555,46;47555,46;47630,32;47574,17;47461,94;47331,09;47387,16;47349,78;47181,66;46995,05;46995,05;46995,05;46920,46;46845,9;46883,17;46566,57;46436,37;46231,95;46083,43;45879,42;45472,11;45638,63;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
10100000;1;01/03/2001;;1;1;49246,99;45879,42;47792,85;29;1;1;1;1;;0;45879,42;46027,77;46101,99;46194,81;46362;46362;46399,18;46547,96;46771,37;47069,67;47162,99;47275,04;47387,16;47555,46;47742,65;47892,54;47948,78;48173,91;48324,14;48606,17;48624,98;48794,42;48945,16;49001,71;49133,75;49133,75;49209,24;49209,24;49246,99;49246,99;49246,99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/04/2001;;1;1;52867,73;49284,76;51159,42;30;1;1;1;1;;0;49284,76;49322,53;49322,53;49360,3;49360,3;49511,5;49624,96;49814,23;49965,78;50079,52;50307,2;50516,15;50820,47;51049,02;51335,08;51640,67;51736,27;51831,9;51985,02;52157,42;52234,09;52387,52;52483,47;52521,86;52521,86;52521,86;52675,5;52752,37;52790,82;52867,73;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/05/2001;;1;1;53329,79;51755,39;52827,78;12;31;1;1;1;;0;52906,19;52906,19;53002,39;53098,63;53098,63;53098,63;53021,63;53002,39;53137,14;53137,14;53233,45;53329,79;53252,71;53175,66;53175,66;53021,63;52983,14;52906,19;52906,19;52867,73;52867,73;52771,59;52694,72;52617,88;52560,26;52464,27;52349,15;52214,92;52119,1;51985,02;51755,39;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/06/2001;;1;1;51717,14;41957,98;47571,6;1;30;1;1;1;;0;51717,14;51640,67;51373,25;51106,2;50972,8;50706,29;50535,16;50345,18;50288,22;50060,56;49454,79;49077,15;48700,27;48324,14;47892,54;47592,89;47219,01;46976,4;46771,37;46492,16;46101,99;45805,3;45490,61;44807,64;43925,65;43559,51;43139,43;42756,8;42356,9;41957,98;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/07/2001;;1;1;41650,4;34089,4;36741,92;1;26;1;1;1;;0;41650,4;41379,5;41073,03;40497,75;40175,09;39799,5;39193,34;38802,42;38430,21;38111,93;37794,33;37319,23;36933,27;36513,41;36181,91;35868,59;35469,26;35157,55;34950,15;34708,58;34536,29;34381,43;34261,11;34192,4;34123,73;34089,4;34364,23;34587,96;34708,58;34915,61;34829,31;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/08/2001;;1;1;34519,08;21467,44;26897,76;1;27;1;1;1;;0;34519,08;34158,05;33558,55;32995,84;32588,16;32283,26;31861,04;31406,65;31037,68;30653,14;29689,01;28388,79;27330,45;26732,71;26090,38;25675,05;25309,1;24754,84;24298,03;23968,62;23624,78;23220,09;22508,59;22262,46;21894,59;21528,33;21467,44;21741,79;22247,1;22894,56;23142,47;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/09/2001;;1;1;27298,05;22956,47;25273,5;20;5;1;1;1;;0;23468,91;23624,78;23453,34;23142,47;22956,47;23080,43;23095,94;23189,04;23251,16;23313,32;23359,97;23812,17;24739,05;26010,38;26781,04;27184,74;27217,1;27249,47;27249,47;27298,05;27281,86;27217,1;27071,54;26942,33;26732,71;26539,58;26234,55;25946,42;25595,38;25166,27;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/10/2001;;1;1;26829,4;21497,88;23590,86;31;15;1;1;1;;0;24849,63;24597,07;24298,03;23952,96;23718,42;23515,64;23204,56;23064,93;23049,43;22879,09;22601,06;22216,39;21864,01;21558,79;21497,88;21619,74;22017,04;22293,19;22493,18;22678,21;22910,04;23251,16;23500,06;23859,07;24360,91;24944,52;25452,14;25802,66;26042,37;26394,98;26829,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/11/2001;;1;1;31423,45;26990,77;29224,07;30;1;1;1;1;;0;26990,77;27152,38;27217,1;27217,1;27314,25;27476,37;27703,75;27996,81;28127,31;28290,66;28356,07;28487,01;28667,31;29061,7;29507,06;30203,32;30486,34;30553,03;30619,76;30536,36;30236,58;30003,96;29921;30003,96;30170,07;30286,49;30569,71;30920,51;31222,02;31423,45;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/12/2001;;1;1;41307,33;31658,88;37479,28;31;1;1;1;1;;0;31658,88;31979,11;32283,26;32571,2;32757,87;32995,84;33217,22;33558,55;34106,56;34536,29;35157,55;36007,75;37284,1;38023,64;38695,98;39371,37;39817,36;40049,79;40049,79;40443,93;40515,7;40479,81;40479,81;40443,93;40443,93;40390,12;40533,64;40677,3;40929,01;41091,04;41307,33;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/01/2002;;1;1;43066,48;31692,55;37758,14;8;29;1;1;1;;0;41505,86;41831,26;42211,73;42647,64;42647,64;42884,24;43030,01;43066,48;42884,24;42502,21;41596,18;41253,23;40803,1;40408,05;39924,59;38749,19;37847,21;36898,23;35642,74;34484,65;33678,23;33370,71;33149,07;32418,68;32029,75;31861,04;31776,76;31709,39;31692,55;32114,2;33883,66;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/02/2002;;1;1;46324,84;34743,06;42735,66;28;1;1;1;1;;0;34743,06;35451,92;36443,56;37688,62;38217,95;38784,67;39460,46;40515,7;41505,86;41921,77;42520,38;43048,24;43358,46;43797,41;44219,14;44641,92;45139,56;45398,16;45472,11;45675,65;45805,3;45860,89;45916,5;46083,43;46139,11;46176,24;46287,68;46324,84;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
10100000;1;01/03/2002;;1;1;51602,45;46417,77;49370,23;31;1;1;1;1;;0;46417,77;46603,79;46771,37;47162,99;47592,89;47892,54;48155,13;48305,36;48512,11;48662,62;48813,25;48907,46;48982,86;49284,76;49530,4;49624,96;49719,58;49814,23;49927,88;50117,45;50250,26;50307,2;50421,14;50687,27;50763,37;50858,54;50953,76;51125,26;51239,68;51468,72;51602,45;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/04/2002;;1;1;54005,51;51793,64;53181,14;29;1;1;1;1;;0;51793,64;51946,73;52119,1;52291,61;52483,47;52521,86;52579,46;52713,93;52906,19;52963,9;53021,63;53021,63;53098,63;53098,63;53214,18;53214,18;53252,71;53252,71;53677,03;53715,65;53754,27;53792,91;53831,55;53831,55;53831,55;53831,55;53870,19;53928,18;54005,51;53870,19;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/05/2002;;1;1;54140,92;53677,03;53849,02;18;7;1;1;1;;0;53831,55;53754,27;53831,55;53831,55;53754,27;53715,65;53677,03;53754,27;53792,91;53792,91;53696,34;53773,59;53831,55;53870,19;53908,85;53908,85;54102,22;54140,92;54044,19;53986,18;53889,52;53831,55;53831,55;53947,51;53831,55;53831,55;53831,55;53831,55;53831,55;53831,55;53831,55;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/06/2002;;1;1;53831,55;41560,05;49628,69;1;30;1;1;1;;0;53831,55;53677,03;53599,82;53387,63;53214,18;53060,13;52906,19;52694,72;52445,08;52349,15;51985,02;51736,27;51640,67;51392,34;50839,5;50478,14;50060,56;49624,96;49379,2;48813,25;48324,14;47855,05;47443,24;46510,76;45712,68;44826,07;43925,65;43230,66;42356,9;41560,05;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/07/2002;;1;1;43084,71;32147,99;37512,84;31;10;1;1;1;;0;40193;38873,42;37741,46;36443,56;35278,69;34192,4;32893,8;32435,62;32266,35;32147,99;32350,96;32384,81;33063,92;33780,91;34553,51;35244,07;36408,64;37354,37;38306,36;39193,34;39870,96;40408,05;40731,2;41091,04;41289,3;41686,56;41957,98;42175,45;42629,45;42866,03;43084,71;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/08/2002;;1;1;43084,71;29177;36346,64;1;31;1;1;1;;0;43084,71;42993,56;42866,03;42775;42647,64;42411,38;42284,3;42048,56;41776,98;41361,45;41001;40157,18;38926,69;38465,62;37336,8;36950,79;35990,35;35278,69;34312,66;33268,37;31894,76;31373,06;30619,76;30203,32;30003,96;29771,81;29672,46;29507,06;29341,91;29242,93;29177;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/09/2002;;1;1;29111,1;21194;25296,44;1;27;1;1;1;;0;29111,1;28979,42;28618,11;28078,35;27492,59;26797,16;26058,37;25706,94;26026,37;26266,62;26877,79;27298,05;27362,86;27120,04;26829,4;26427,1;26042,37;25643,18;25324,98;24897,06;24266,61;23655,98;23033,93;22370,05;21848,72;21315,42;21194;21194;21437,01;21619,74;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/10/2002;;1;1;29177;20274,17;23128,07;31;14;1;1;1;;0;21680,74;21574,02;21391,39;21118,21;21042,48;21072,76;21103,05;21072,76;21027,35;20861,04;20649,86;20409,21;20289,16;20274,17;20454,28;20589,63;20966,83;21604,5;22601,06;23624,78;24282,32;24833,83;25039,49;25245,6;25914,46;26443,16;27557,52;27980,5;28339,72;28749,36;29177;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/11/2002;;1;1;42520,38;29672,46;38162,74;30;1;1;1;1;;0;29672,46;30386,38;31037,68;31658,88;32249,43;32927,81;33541,46;34329,85;35278,69;35694,82;36548,35;37706,23;38412,52;39104,41;39745,91;40228,82;40713,23;40983;41163,1;41451,7;41632,33;41776,98;41957,98;42211,73;42211,73;42356,9;42393,21;42484,04;42502,21;42520,38;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/12/2002;;1;1;45361,19;42720,4;43193,73;31;22;1;1;1;;0;42738,6;42847,82;42866,03;42938,89;43011,79;43011,79;43011,79;42902,46;42902,46;42902,46;42866,03;42829,61;42793,2;42793,2;42793,2;42829,61;42902,46;43194,16;43048,24;43011,79;42975,33;42720,4;42793,2;42829,61;43011,79;43486,38;43797,41;44219,14;44623,52;44991,96;45361,19;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/01/2003;;1;1;46362;39996,12;44386,67;7;31;1;1;1;;0;45620,11;45842,36;45953,58;46046,32;46101,99;46213,38;46362;46250,52;46157,68;46027,77;45823,82;45601,61;45324,23;45213,41;45065,75;44807,64;44678,73;44623,52;44531,53;44439,59;44255,87;43998,98;43596,09;43212,41;42866,03;42465,87;42102,93;41560,05;40767,15;40479,81;39996,12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/02/2003;;1;1;45287,28;39193,34;42555,34;28;4;1;1;1;;0;39853,09;39728,06;39300,13;39193,34;39193,34;39478,29;39710,2;40014,01;40569,54;40983;41560,05;41957,98;42338,75;42665,83;43139,43;43559,51;43980,64;44292,59;44513,14;44733,97;44862,92;44918,21;45028,85;45102,65;45176,48;45194,94;45213,41;45287,28;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
10100000;1;01/03/2003;;1;1;48005,04;45527,6;47154,16;31;1;1;1;1;;0;45527,6;45620,11;45694,16;45805,3;45860,89;46046,32;46139,11;46269,1;46510,76;46715,49;46883,17;46995,05;47237,68;47405,85;47443,24;47518,05;47630,32;47855,05;47892,54;47892,54;47930,03;47967,53;47873,8;47817,58;47817,58;47817,58;47855,05;47892,54;47930,03;47930,03;48005,04;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/04/2003;;1;1;49871,05;48005,04;48960,89;29;1;1;1;1;;0;48005,04;48005,04;48005,04;48005,04;48080,07;48117,6;48211,45;48305,36;48380,52;48418,11;48455,7;48455,7;48606,17;48850,93;49058,29;49171,49;49209,24;49209,24;49246,99;49360,3;49511,5;49624,96;49738,5;49814,23;49814,23;49814,23;49814,23;49814,23;49871,05;49852,11;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/05/2003;;1;1;52790,82;49852,11;51569,25;30;1;1;1;1;;0;49852,11;49852,11;49927,88;49965,78;50041,6;50117,45;50326,19;50611,2;50820,47;51201,53;51335,08;51411,43;51564,23;51659,79;51755,39;51812,77;51851,04;51927,59;52080,78;52138,26;52291,61;52329,97;52368,33;52425,89;52637,08;52637,08;52713,93;52713,93;52752,37;52790,82;52733,15;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
10100000;1;01/06/2003;;1;1;52771,59;50345,18;51730,46;1;30;1;1;1;;0;52771,59;52637,08;52637,08;52483,47;52406,7;52329,97;52291,61;52253,26;52138,26;52138,26;52138,26;52138,26;52061,63;51985,02;51985,02;51927,59;51736,27;51678,9;51678,9;51602,45;51526,02;51411,43;51277,84;51125,26;50991,86;50706,29;50573,17;50478,14;50459,14;50345,18;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
10100000;1;01/07/2003;;1;1;50003,69;32469,5;44247,25;1;31;1;1;1;;0;50003,69;49871,05;49738,5;49587,14;49473,69;49360,3;49096,02;48850,93;48568,54;48042,55;47761,38;47518,05;47312,41;47069,67;46585,18;46120,55;45527,6;44955,08;44127,38;43340,2;42847,82;42447,7;41758,89;40443,93;39407;38324,04;37091,04;35885,98;34691,34;33387,78;32469,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
